Institute,Department,Category,Round,Opening Rank,Closing Rank
IIT Roorkee,CE,ST,2,15004,15778
IIT Roorkee,ME,GEN,2,4054,5355
IIT Roorkee,ME,GEN-EWS,2,4898,6850
IIT Roorkee,ME,OBC-NCL,2,5622,6240
IIT Roorkee,ME,SC,2,9966,11153
IIT Roorkee,ME,ST,2,12042,12649
IIT Ropar,CSE,GEN,2,439,1575
IIT Ropar,CSE,GEN-EWS,2,586,2197
IIT Ropar,CSE,OBC-NCL,2,760,1733
IIT Ropar,CSE,SC,2,1266,2336
IIT Ropar,CSE,ST,2,1536,2675
IIT Ropar,ECE,GEN,2,1977,3069
IIT Ropar,ECE,GEN-EWS,2,2433,4040
IIT Ropar,ECE,OBC-NCL,2,2777,3554
IIT Ropar,ECE,SC,2,4907,5501
IIT Ropar,ECE,ST,2,6030,7232
IIT Ropar,EE,GEN,2,2907,3488
IIT Ropar,EE,GEN-EWS,2,3683,5014
IIT Ropar,EE,OBC-NCL,2,4262,5447
IIT Ropar,EE,SC,2,7524,8233
IIT Ropar,EE,ST,2,9094,10755
IIT Ropar,CE,GEN,2,4996,5775
IIT Ropar,CE,GEN-EWS,2,6043,7658
IIT Ropar,CE,OBC-NCL,2,7021,8068
IIT Ropar,CE,SC,2,12595,14499
IIT Ropar,CE,ST,2,14988,16897
IIT Ropar,ME,GEN,2,4017,5981
IIT Ropar,ME,GEN-EWS,2,4892,5495
IIT Ropar,ME,OBC-NCL,2,5664,6546
IIT Ropar,ME,SC,2,10080,11451
IIT Ropar,ME,ST,2,11986,12842
IIT Tirupati,CSE,GEN,2,429,1789
IIT Tirupati,CSE,GEN-EWS,2,628,1999
IIT Tirupati,CSE,OBC-NCL,2,738,2509
IIT Tirupati,CSE,SC,2,1215,2824
IIT Tirupati,CSE,ST,2,1483,2064
IIT Tirupati,ECE,GEN,2,1996,3001
IIT Tirupati,ECE,GEN-EWS,2,2442,2958
IIT Tirupati,ECE,OBC-NCL,2,2900,4018
IIT Tirupati,ECE,SC,2,4919,5975
IIT Tirupati,ECE,ST,2,6081,7301
IIT Tirupati,EE,GEN,2,3068,4162
IIT Tirupati,EE,GEN-EWS,2,3651,4834
IIT Tirupati,EE,OBC-NCL,2,4244,5110
IIT Tirupati,EE,SC,2,7560,8156
IIT Tirupati,EE,ST,2,8951,10468
IIT Tirupati,CE,GEN,2,4967,6611
IIT Tirupati,CE,GEN-EWS,2,6059,7951
IIT Tirupati,CE,OBC-NCL,2,7042,7653
IIT Tirupati,CE,SC,2,12505,13322
IIT Tirupati,CE,ST,2,14995,16897
IIT Tirupati,ME,GEN,2,3980,5210
IIT Tirupati,ME,GEN-EWS,2,4830,5791
IIT Tirupati,ME,OBC-NCL,2,5623,6778
IIT Tirupati,ME,SC,2,10031,11233
IIT Tirupati,ME,ST,2,12083,12699
IIT Bhilai,CSE,GEN,3,535,1091
IIT Bhilai,CSE,GEN-EWS,3,659,1302
IIT Bhilai,CSE,OBC-NCL,3,612,1310
IIT Bhilai,CSE,SC,3,1213,2638
IIT Bhilai,CSE,ST,3,1480,3479
IIT Bhilai,ECE,GEN,3,1969,3250
IIT Bhilai,ECE,GEN-EWS,3,2309,3681
IIT Bhilai,ECE,OBC-NCL,3,2896,4182
IIT Bhilai,ECE,SC,3,4994,5603
IIT Bhilai,ECE,ST,3,5900,6536
IIT Bhilai,EE,GEN,3,2982,4793
IIT Bhilai,EE,GEN-EWS,3,3661,4372
IIT Bhilai,EE,OBC-NCL,3,4261,4773
IIT Bhilai,EE,SC,3,7423,9203
IIT Bhilai,EE,ST,3,8938,10126
IIT Bhilai,CE,GEN,3,5070,5654
IIT Bhilai,CE,GEN-EWS,3,6051,7130
IIT Bhilai,CE,OBC-NCL,3,6923,8768
IIT Bhilai,CE,SC,3,12497,13700
IIT Bhilai,CE,ST,3,15041,16534
IIT Bhilai,ME,GEN,3,4060,5584
IIT Bhilai,ME,GEN-EWS,3,4755,5726
IIT Bhilai,ME,OBC-NCL,3,5603,7296
IIT Bhilai,ME,SC,3,10041,11567
IIT Bhilai,ME,ST,3,12005,13912
IIT Bhubaneswar,CSE,GEN,3,460,2381
IIT Bhubaneswar,CSE,GEN-EWS,3,593,1305
IIT Bhubaneswar,CSE,OBC-NCL,3,643,1305
IIT Bhubaneswar,CSE,SC,3,1208,1802
IIT Bhubaneswar,CSE,ST,3,1446,2428
IIT Bhubaneswar,ECE,GEN,3,1957,2955
IIT Bhubaneswar,ECE,GEN-EWS,3,2428,3406
IIT Bhubaneswar,ECE,OBC-NCL,3,2854,4149
IIT Bhubaneswar,ECE,SC,3,4908,6183
IIT Bhubaneswar,ECE,ST,3,6041,7683
IIT Bhubaneswar,EE,GEN,3,3057,4684
IIT Bhubaneswar,EE,GEN-EWS,3,3536,4390
IIT Bhubaneswar,EE,OBC-NCL,3,4248,6029
IIT Bhubaneswar,EE,SC,3,7507,8241
IIT Bhubaneswar,EE,ST,3,8993,10061
IIT Bhubaneswar,CE,GEN,3,4909,5442
IIT Bhubaneswar,CE,GEN-EWS,3,5975,7031
IIT Bhubaneswar,CE,OBC-NCL,3,6939,7492
IIT Bhubaneswar,CE,SC,3,12435,13331
IIT Bhubaneswar,CE,ST,3,15005,15752
IIT Bhubaneswar,ME,GEN,3,4089,5602
IIT Bhubaneswar,ME,GEN-EWS,3,4856,6773
IIT Bhubaneswar,ME,OBC-NCL,3,5504,6309
IIT Bhubaneswar,ME,SC,3,10041,10883
IIT Bhubaneswar,ME,ST,3,12058,13046
IIT Bombay,CSE,GEN,3,456,1870
IIT Bombay,CSE,GEN-EWS,3,540,2321
IIT Bombay,CSE,OBC-NCL,3,676,2479
IIT Bombay,CSE,SC,3,1287,2198
IIT Bombay,CSE,ST,3,1561,2459
IIT Bombay,ECE,GEN,3,2010,3169
IIT Bombay,ECE,GEN-EWS,3,2393,3062
IIT Bombay,ECE,OBC-NCL,3,2722,3808
IIT Bombay,ECE,SC,3,5094,6852
IIT Bombay,ECE,ST,3,5931,6737
IIT Bombay,EE,GEN,3,3014,4825
IIT Bombay,EE,GEN-EWS,3,3688,5167
IIT Bombay,EE,OBC-NCL,3,4171,5049
IIT Bombay,EE,SC,3,7509,8448
IIT Bombay,EE,ST,3,8921,10025
IIT Bombay,CE,GEN,3,5042,5969
IIT Bombay,CE,GEN-EWS,3,6039,7033
IIT Bombay,CE,OBC-NCL,3,6915,8429
IIT Bombay,CE,SC,3,12434,13936
IIT Bombay,CE,ST,3,15026,15598
IIT Bombay,ME,GEN,3,3925,5832
IIT Bombay,ME,GEN-EWS,3,4760,5360
IIT Bombay,ME,OBC-NCL,3,5570,6216
IIT Bombay,ME,SC,3,10076,11769
IIT Bombay,ME,ST,3,11968,12668
IIT Delhi,CSE,GEN,3,500,1938
IIT Delhi,CSE,GEN-EWS,3,587,1851
IIT Delhi,CSE,OBC-NCL,3,770,1903
IIT Delhi,CSE,SC,3,1333,1845
IIT Delhi,CSE,ST,3,1459,2763
IIT Delhi,ECE,GEN,3,1959,3763
IIT Delhi,ECE,GEN-EWS,3,2339,4142
IIT Delhi,ECE,OBC-NCL,3,2859,4042
IIT Delhi,ECE,SC,3,5085,6768
IIT Delhi,ECE,ST,3,5964,7927
IIT Delhi,EE,GEN,3,3034,4381
IIT Delhi,EE,GEN-EWS,3,3548,5256
IIT Delhi,EE,OBC-NCL,3,4294,5276
IIT Delhi,EE,SC,3,7526,8511
IIT Delhi,EE,ST,3,9007,10600
IIT Delhi,CE,GEN,3,4904,6016
IIT Delhi,CE,GEN-EWS,3,6056,7137
IIT Delhi,CE,OBC-NCL,3,6975,8166
IIT Delhi,CE,SC,3,12595,14204
IIT Delhi,CE,ST,3,15007,15786
IIT Delhi,ME,GEN,3,3989,4900
IIT Delhi,ME,GEN-EWS,3,4843,5832
IIT Delhi,ME,OBC-NCL,3,5530,7236
IIT Delhi,ME,SC,3,10048,11350
IIT Delhi,ME,ST,3,12032,13128
IIT Dharwad,CSE,GEN,3,524,1528
IIT Dharwad,CSE,GEN-EWS,3,556,2479
IIT Dharwad,CSE,OBC-NCL,3,677,1684
IIT Dharwad,CSE,SC,3,1340,2997
IIT Dharwad,CSE,ST,3,1484,2190
IIT Dharwad,ECE,GEN,3,2005,3713
IIT Dharwad,ECE,GEN-EWS,3,2443,4124
IIT Dharwad,ECE,OBC-NCL,3,2795,4114
IIT Dharwad,ECE,SC,3,4972,5678
IIT Dharwad,ECE,ST,3,6015,6803
IIT Dharwad,EE,GEN,3,3027,4878
IIT Dharwad,EE,GEN-EWS,3,3626,4381
IIT Dharwad,EE,OBC-NCL,3,4224,6191
IIT Dharwad,EE,SC,3,7494,8571
IIT Dharwad,EE,ST,3,9061,9671
IIT Dharwad,CE,GEN,3,4951,6519
IIT Dharwad,CE,GEN-EWS,3,5973,7118
IIT Dharwad,CE,OBC-NCL,3,7051,8229
IIT Dharwad,CE,SC,3,12508,13668
IIT Dharwad,CE,ST,3,14912,15878
IIT Dharwad,ME,GEN,3,4049,5266
IIT Dharwad,ME,GEN-EWS,3,4726,5852
IIT Dharwad,ME,OBC-NCL,3,5581,7044
IIT Dharwad,ME,SC,3,10036,11166
IIT Dharwad,ME,ST,3,12085,13607
IIT Dhanbad (ISM),CSE,GEN,3,460,1523
IIT Dhanbad (ISM),CSE,GEN-EWS,3,520,2003
IIT Dhanbad (ISM),CSE,OBC-NCL,3,787,2626
IIT Dhanbad (ISM),CSE,SC,3,1178,2962
IIT Dhanbad (ISM),CSE,ST,3,1478,3219
IIT Dhanbad (ISM),ECE,GEN,3,2060,2913
IIT Dhanbad (ISM),ECE,GEN-EWS,3,2469,3434
IIT Dhanbad (ISM),ECE,OBC-NCL,3,2703,4109
IIT Dhanbad (ISM),ECE,SC,3,4972,6325
IIT Dhanbad (ISM),ECE,ST,3,6070,7996
IIT Dhanbad (ISM),EE,GEN,3,3034,4021
IIT Dhanbad (ISM),EE,GEN-EWS,3,3628,5049
IIT Dhanbad (ISM),EE,OBC-NCL,3,4274,5928
IIT Dhanbad (ISM),EE,SC,3,7468,8450
IIT Dhanbad (ISM),EE,ST,3,8958,10691
IIT Dhanbad (ISM),CE,GEN,3,5004,5940
IIT Dhanbad (ISM),CE,GEN-EWS,3,5997,7917
IIT Dhanbad (ISM),CE,OBC-NCL,3,6951,8200
IIT Dhanbad (ISM),CE,SC,3,12569,14372
IIT Dhanbad (ISM),CE,ST,3,14941,16453
IIT Dhanbad (ISM),ME,GEN,3,4012,5332
IIT Dhanbad (ISM),ME,GEN-EWS,3,4859,6146
IIT Dhanbad (ISM),ME,OBC-NCL,3,5641,7398
IIT Dhanbad (ISM),ME,SC,3,10092,11804
IIT Dhanbad (ISM),ME,ST,3,12006,13031
IIT Gandhinagar,CSE,GEN,3,567,2173
IIT Gandhinagar,CSE,GEN-EWS,3,521,2291
IIT Gandhinagar,CSE,OBC-NCL,3,793,2718
IIT Gandhinagar,CSE,SC,3,1280,2356
IIT Gandhinagar,CSE,ST,3,1472,3435
IIT Gandhinagar,ECE,GEN,3,1975,3787
IIT Gandhinagar,ECE,GEN-EWS,3,2446,3391
IIT Gandhinagar,ECE,OBC-NCL,3,2793,3916
IIT Gandhinagar,ECE,SC,3,4950,5807
IIT Gandhinagar,ECE,ST,3,5991,7010
IIT Gandhinagar,EE,GEN,3,3089,3965
IIT Gandhinagar,EE,GEN-EWS,3,3570,5129
IIT Gandhinagar,EE,OBC-NCL,3,4121,5422
IIT Gandhinagar,EE,SC,3,7449,8911
IIT Gandhinagar,EE,ST,3,9052,10005
IIT Gandhinagar,CE,GEN,3,4903,6572
IIT Gandhinagar,CE,GEN-EWS,3,5994,6812
IIT Gandhinagar,CE,OBC-NCL,3,6987,7546
IIT Gandhinagar,CE,SC,3,12522,13612
IIT Gandhinagar,CE,ST,3,15013,15631
IIT Gandhinagar,ME,GEN,3,3928,4516
IIT Gandhinagar,ME,GEN-EWS,3,4878,6512
IIT Gandhinagar,ME,OBC-NCL,3,5696,6834
IIT Gandhinagar,ME,SC,3,9997,11115
IIT Gandhinagar,ME,ST,3,12067,12602
IIT Goa,CSE,GEN,3,573,1747
IIT Goa,CSE,GEN-EWS,3,505,1079
IIT Goa,CSE,OBC-NCL,3,685,1342
IIT Goa,CSE,SC,3,1303,3269
IIT Goa,CSE,ST,3,1425,2246
IIT Goa,ECE,GEN,3,1901,3810
IIT Goa,ECE,GEN-EWS,3,2343,3903
IIT Goa,ECE,OBC-NCL,3,2844,4826
IIT Goa,ECE,SC,3,5049,6432
IIT Goa,ECE,ST,3,6021,7261
IIT Goa,EE,GEN,3,2967,4063
IIT Goa,EE,GEN-EWS,3,3592,5157
IIT Goa,EE,OBC-NCL,3,4208,4902
IIT Goa,EE,SC,3,7410,8222
IIT Goa,EE,ST,3,9036,9699
IIT Goa,CE,GEN,3,4923,6583
IIT Goa,CE,GEN-EWS,3,6062,7827
IIT Goa,CE,OBC-NCL,3,7013,8154
IIT Goa,CE,SC,3,12404,14318
IIT Goa,CE,ST,3,15050,16904
IIT Goa,ME,GEN,3,3975,5751
IIT Goa,ME,GEN-EWS,3,4746,6176
IIT Goa,ME,OBC-NCL,3,5508,7470
IIT Goa,ME,SC,3,10022,11011
IIT Goa,ME,ST,3,12012,13511
IIT Guwahati,CSE,GEN,3,424,1610
IIT Guwahati,CSE,GEN-EWS,3,581,1603
IIT Guwahati,CSE,OBC-NCL,3,665,2033
IIT Guwahati,CSE,SC,3,1282,3039
IIT Guwahati,CSE,ST,3,1478,2563
IIT Guwahati,ECE,GEN,3,2051,3584
IIT Guwahati,ECE,GEN-EWS,3,2485,3152
IIT Guwahati,ECE,OBC-NCL,3,2706,3959
IIT Guwahati,ECE,SC,3,4957,5480
IIT Guwahati,ECE,ST,3,5965,6855
IIT Guwahati,EE,GEN,3,2966,4725
IIT Guwahati,EE,GEN-EWS,3,3565,5400
IIT Guwahati,EE,OBC-NCL,3,4191,4692
IIT Guwahati,EE,SC,3,7458,9276
IIT Guwahati,EE,ST,3,9082,10998
IIT Guwahati,CE,GEN,3,4978,5937
IIT Guwahati,CE,GEN-EWS,3,6000,6699
IIT Guwahati,CE,OBC-NCL,3,7022,8741
IIT Guwahati,CE,SC,3,12522,13126
IIT Guwahati,CE,ST,3,15089,17013
IIT Guwahati,ME,GEN,3,3929,4489
IIT Guwahati,ME,GEN-EWS,3,4801,5728
IIT Guwahati,ME,OBC-NCL,3,5600,6410
IIT Guwahati,ME,SC,3,9994,11963
IIT Guwahati,ME,ST,3,12005,13457
IIT Hyderabad,CSE,GEN,3,429,2271
IIT Hyderabad,CSE,GEN-EWS,3,546,1228
IIT Hyderabad,CSE,OBC-NCL,3,722,1958
IIT Hyderabad,CSE,SC,3,1301,2767
IIT Hyderabad,CSE,ST,3,1478,2032
IIT Hyderabad,ECE,GEN,3,1906,3520
IIT Hyderabad,ECE,GEN-EWS,3,2465,4246
IIT Hyderabad,ECE,OBC-NCL,3,2805,3634
IIT Hyderabad,ECE,SC,3,4918,6730
IIT Hyderabad,ECE,ST,3,6097,6612
IIT Hyderabad,EE,GEN,3,3040,3561
IIT Hyderabad,EE,GEN-EWS,3,3574,4492
IIT Hyderabad,EE,OBC-NCL,3,4155,4698
IIT Hyderabad,EE,SC,3,7491,8796
IIT Hyderabad,EE,ST,3,9037,10000
IIT Hyderabad,CE,GEN,3,5063,6783
IIT Hyderabad,CE,GEN-EWS,3,5923,6929
IIT Hyderabad,CE,OBC-NCL,3,6905,8132
IIT Hyderabad,CE,SC,3,12541,13269
IIT Hyderabad,CE,ST,3,15067,16856
IIT Hyderabad,ME,GEN,3,3955,4586
IIT Hyderabad,ME,GEN-EWS,3,4886,6827
IIT Hyderabad,ME,OBC-NCL,3,5619,7261
IIT Hyderabad,ME,SC,3,9918,11916
IIT Hyderabad,ME,ST,3,11931,13826
IIT Indore,CSE,GEN,3,443,1333
IIT Indore,CSE,GEN-EWS,3,559,2208
IIT Indore,CSE,OBC-NCL,3,606,1807
IIT Indore,CSE,SC,3,1278,2749
IIT Indore,CSE,ST,3,1594,3335
IIT Indore,ECE,GEN,3,1979,3324
IIT Indore,ECE,GEN-EWS,3,2411,3677
IIT Indore,ECE,OBC-NCL,3,2838,3839
IIT Indore,ECE,SC,3,5026,5589
IIT Indore,ECE,ST,3,6025,7706
IIT Indore,EE,GEN,3,3058,4459
IIT Indore,EE,GEN-EWS,3,3553,4939
IIT Indore,EE,OBC-NCL,3,4279,4951
IIT Indore,EE,SC,3,7558,8206
IIT Indore,EE,ST,3,9022,10450
IIT Indore,CE,GEN,3,5031,6980
IIT Indore,CE,GEN-EWS,3,6011,6581
IIT Indore,CE,OBC-NCL,3,7049,9013
IIT Indore,CE,SC,3,12541,13863
IIT Indore,CE,ST,3,15044,15992
IIT Indore,ME,GEN,3,4044,4675
IIT Indore,ME,GEN-EWS,3,4877,6199
IIT Indore,ME,OBC-NCL,3,5540,7187
IIT Indore,ME,SC,3,10047,11527
IIT Indore,ME,ST,3,11989,13952
IIT Jammu,CSE,GEN,3,583,1156
IIT Jammu,CSE,GEN-EWS,3,645,1986
IIT Jammu,CSE,OBC-NCL,3,792,2619
IIT Jammu,CSE,SC,3,1209,2536
IIT Jammu,CSE,ST,3,1429,2150
IIT Jammu,ECE,GEN,3,2011,2912
IIT Jammu,ECE,GEN-EWS,3,2432,3683
IIT Jammu,ECE,OBC-NCL,3,2796,3303
IIT Jammu,ECE,SC,3,5008,6134
IIT Jammu,ECE,ST,3,6051,7588
IIT Jammu,EE,GEN,3,3004,3714
IIT Jammu,EE,GEN-EWS,3,3569,4292
IIT Jammu,EE,OBC-NCL,3,4287,5150
IIT Jammu,EE,SC,3,7494,8586
IIT Jammu,EE,ST,3,9078,9791
IIT Jammu,CE,GEN,3,5093,5613
IIT Jammu,CE,GEN-EWS,3,5930,7170
IIT Jammu,CE,OBC-NCL,3,6905,8457
IIT Jammu,CE,SC,3,12439,14300
IIT Jammu,CE,ST,3,15087,16999
IIT Jammu,ME,GEN,3,3966,5796
IIT Jammu,ME,GEN-EWS,3,4777,6736
IIT Jammu,ME,OBC-NCL,3,5676,7186
IIT Jammu,ME,SC,3,9963,10632
IIT Jammu,ME,ST,3,12008,13774
IIT Jodhpur,CSE,GEN,3,507,2285
IIT Jodhpur,CSE,GEN-EWS,3,514,1190
IIT Jodhpur,CSE,OBC-NCL,3,682,1939
IIT Jodhpur,CSE,SC,3,1169,2312
IIT Jodhpur,CSE,ST,3,1475,2201
IIT Jodhpur,ECE,GEN,3,2059,3231
IIT Jodhpur,ECE,GEN-EWS,3,2449,4410
IIT Jodhpur,ECE,OBC-NCL,3,2887,4720
IIT Jodhpur,ECE,SC,3,4996,5881
IIT Jodhpur,ECE,ST,3,6041,7188
IIT Jodhpur,EE,GEN,3,3006,3673
IIT Jodhpur,EE,GEN-EWS,3,3613,4526
IIT Jodhpur,EE,OBC-NCL,3,4298,6152
IIT Jodhpur,EE,SC,3,7598,8116
IIT Jodhpur,EE,ST,3,8984,10295
IIT Jodhpur,CE,GEN,3,5093,5846
IIT Jodhpur,CE,GEN-EWS,3,5944,7352
IIT Jodhpur,CE,OBC-NCL,3,7087,8232
IIT Jodhpur,CE,SC,3,12559,13559
IIT Jodhpur,CE,ST,3,15037,15756
IIT Jodhpur,ME,GEN,3,3966,4902
IIT Jodhpur,ME,GEN-EWS,3,4746,6493
IIT Jodhpur,ME,OBC-NCL,3,5633,6368
IIT Jodhpur,ME,SC,3,9900,11874
IIT Jodhpur,ME,ST,3,11954,13525
IIT Kanpur,CSE,GEN,3,418,1508
IIT Kanpur,CSE,GEN-EWS,3,514,1060
IIT Kanpur,CSE,OBC-NCL,3,749,2638
IIT Kanpur,CSE,SC,3,1289,2653
IIT Kanpur,CSE,ST,3,1477,3031
IIT Kanpur,ECE,GEN,3,1966,3392
IIT Kanpur,ECE,GEN-EWS,3,2303,3168
IIT Kanpur,ECE,OBC-NCL,3,2753,3756
IIT Kanpur,ECE,SC,3,5078,6564
IIT Kanpur,ECE,ST,3,6033,6706
IIT Kanpur,EE,GEN,3,2982,4939
IIT Kanpur,EE,GEN-EWS,3,3551,4984
IIT Kanpur,EE,OBC-NCL,3,4257,5413
IIT Kanpur,EE,SC,3,7525,9516
IIT Kanpur,EE,ST,3,9037,10048
IIT Kanpur,CE,GEN,3,5077,6102
IIT Kanpur,CE,GEN-EWS,3,5976,7134
IIT Kanpur,CE,OBC-NCL,3,6935,7600
IIT Kanpur,CE,SC,3,12551,14499
IIT Kanpur,CE,ST,3,14957,15691
IIT Kanpur,ME,GEN,3,4084,5530
IIT Kanpur,ME,GEN-EWS,3,4832,5494
IIT Kanpur,ME,OBC-NCL,3,5620,7206
IIT Kanpur,ME,SC,3,9985,11944
IIT Kanpur,ME,ST,3,11910,12677
IIT Kharagpur,CSE,GEN,3,449,1253
IIT Kharagpur,CSE,GEN-EWS,3,573,2063
IIT Kharagpur,CSE,OBC-NCL,3,726,1864
IIT Kharagpur,CSE,SC,3,1348,2587
IIT Kharagpur,CSE,ST,3,1589,3266
IIT Kharagpur,ECE,GEN,3,2042,3257
IIT Kharagpur,ECE,GEN-EWS,3,2495,3011
IIT Kharagpur,ECE,OBC-NCL,3,2831,4503
IIT Kharagpur,ECE,SC,3,4920,6267
IIT Kharagpur,ECE,ST,3,5979,6631
IIT Kharagpur,EE,GEN,3,2939,3451
IIT Kharagpur,EE,GEN-EWS,3,3619,4297
IIT Kharagpur,EE,OBC-NCL,3,4184,5173
IIT Kharagpur,EE,SC,3,7448,9024
IIT Kharagpur,EE,ST,3,9078,11024
IIT Kharagpur,CE,GEN,3,5026,6484
IIT Kharagpur,CE,GEN-EWS,3,6100,7137
IIT Kharagpur,CE,OBC-NCL,3,7061,8660
IIT Kharagpur,CE,SC,3,12444,13004
IIT Kharagpur,CE,ST,3,15012,16181
IIT Kharagpur,ME,GEN,3,3944,4671
IIT Kharagpur,ME,GEN-EWS,3,4766,6238
IIT Kharagpur,ME,OBC-NCL,3,5643,7381
IIT Kharagpur,ME,SC,3,9926,11341
IIT Kharagpur,ME,ST,3,11932,13288
IIT Madras,CSE,GEN,3,590,2495
IIT Madras,CSE,GEN-EWS,3,554,2400
IIT Madras,CSE,OBC-NCL,3,659,2001
IIT Madras,CSE,SC,3,1160,1687
IIT Madras,CSE,ST,3,1500,3399
IIT Madras,ECE,GEN,3,1925,2760
IIT Madras,ECE,GEN-EWS,3,2437,3061
IIT Madras,ECE,OBC-NCL,3,2737,3327
IIT Madras,ECE,SC,3,4947,6885
IIT Madras,ECE,ST,3,5937,7761
IIT Madras,EE,GEN,3,2934,4707
IIT Madras,EE,GEN-EWS,3,3615,5057
IIT Madras,EE,OBC-NCL,3,4121,5345
IIT Madras,EE,SC,3,7547,8188
IIT Madras,EE,ST,3,9046,9926
IIT Madras,CE,GEN,3,4988,6978
IIT Madras,CE,GEN-EWS,3,5999,7218
IIT Madras,CE,OBC-NCL,3,6936,7577
IIT Madras,CE,SC,3,12567,13323
IIT Madras,CE,ST,3,14981,15569
IIT Madras,ME,GEN,3,3983,5787
IIT Madras,ME,GEN-EWS,3,4792,5880
IIT Madras,ME,OBC-NCL,3,5637,6532
IIT Madras,ME,SC,3,10064,10879
IIT Madras,ME,ST,3,12088,12640
IIT Mandi,CSE,GEN,3,504,1099
IIT Mandi,CSE,GEN-EWS,3,528,2114
IIT Mandi,CSE,OBC-NCL,3,628,2267
IIT Mandi,CSE,SC,3,1231,2296
IIT Mandi,CSE,ST,3,1590,3327
IIT Mandi,ECE,GEN,3,1954,3722
IIT Mandi,ECE,GEN-EWS,3,2445,3077
IIT Mandi,ECE,OBC-NCL,3,2733,4248
IIT Mandi,ECE,SC,3,4918,6614
IIT Mandi,ECE,ST,3,5914,7023
IIT Mandi,EE,GEN,3,3017,3748
IIT Mandi,EE,GEN-EWS,3,3574,5377
IIT Mandi,EE,OBC-NCL,3,4258,6086
IIT Mandi,EE,SC,3,7560,8300
IIT Mandi,EE,ST,3,8955,10050
IIT Mandi,CE,GEN,3,4933,5456
IIT Mandi,CE,GEN-EWS,3,5984,6498
IIT Mandi,CE,OBC-NCL,3,7097,8059
IIT Mandi,CE,SC,3,12568,13633
IIT Mandi,CE,ST,3,14923,16059
IIT Mandi,ME,GEN,3,4036,4871
IIT Mandi,ME,GEN-EWS,3,4860,6621
IIT Mandi,ME,OBC-NCL,3,5672,6899
IIT Mandi,ME,SC,3,9959,11582
IIT Mandi,ME,ST,3,11927,12441
IIT Nagpur,CSE,GEN,3,566,2445
IIT Nagpur,CSE,GEN-EWS,3,591,2163
IIT Nagpur,CSE,OBC-NCL,3,762,2333
IIT Nagpur,CSE,SC,3,1160,2549
IIT Nagpur,CSE,ST,3,1462,2344
IIT Nagpur,ECE,GEN,3,2056,2779
IIT Nagpur,ECE,GEN-EWS,3,2495,3690
IIT Nagpur,ECE,OBC-NCL,3,2848,4123
IIT Nagpur,ECE,SC,3,5057,6903
IIT Nagpur,ECE,ST,3,6096,7442
IIT Nagpur,EE,GEN,3,3046,4497
IIT Nagpur,EE,GEN-EWS,3,3626,4508
IIT Nagpur,EE,OBC-NCL,3,4210,5899
IIT Nagpur,EE,SC,3,7405,9148
IIT Nagpur,EE,ST,3,9100,10509
IIT Nagpur,CE,GEN,3,5029,6209
IIT Nagpur,CE,GEN-EWS,3,6013,7159
IIT Nagpur,CE,OBC-NCL,3,7058,8390
IIT Nagpur,CE,SC,3,12571,13538
IIT Nagpur,CE,ST,3,15032,15981
IIT Nagpur,ME,GEN,3,3948,4894
IIT Nagpur,ME,GEN-EWS,3,4704,6086
IIT Nagpur,ME,OBC-NCL,3,5613,6142
IIT Nagpur,ME,SC,3,9939,11670
IIT Nagpur,ME,ST,3,12041,13965
IIT Palakkad,CSE,GEN,3,565,1321
IIT Palakkad,CSE,GEN-EWS,3,617,1752
IIT Palakkad,CSE,OBC-NCL,3,713,2262
IIT Palakkad,CSE,SC,3,1223,2308
IIT Palakkad,CSE,ST,3,1518,2855
IIT Palakkad,ECE,GEN,3,2043,3433
IIT Palakkad,ECE,GEN-EWS,3,2434,3147
IIT Palakkad,ECE,OBC-NCL,3,2741,3651
IIT Palakkad,ECE,SC,3,5057,5856
IIT Palakkad,ECE,ST,3,6058,6824
IIT Palakkad,EE,GEN,3,2945,3774
IIT Palakkad,EE,GEN-EWS,3,3685,5506
IIT Palakkad,EE,OBC-NCL,3,4225,4753
IIT Palakkad,EE,SC,3,7509,9072
IIT Palakkad,EE,ST,3,9042,10243
IIT Palakkad,CE,GEN,3,5013,6365
IIT Palakkad,CE,GEN-EWS,3,6061,6617
IIT Palakkad,CE,OBC-NCL,3,7028,7662
IIT Palakkad,CE,SC,3,12458,13449
IIT Palakkad,CE,ST,3,15053,16491
IIT Palakkad,ME,GEN,3,3961,5217
IIT Palakkad,ME,GEN-EWS,3,4897,6871
IIT Palakkad,ME,OBC-NCL,3,5629,7618
IIT Palakkad,ME,SC,3,9956,11810
IIT Palakkad,ME,ST,3,11919,13697
IIT Patna,CSE,GEN,3,542,1456
IIT Patna,CSE,GEN-EWS,3,661,1640
IIT Patna,CSE,OBC-NCL,3,630,1187
IIT Patna,CSE,SC,3,1219,3171
IIT Patna,CSE,ST,3,1597,2477
IIT Patna,ECE,GEN,3,2077,2680
IIT Patna,ECE,GEN-EWS,3,2323,4307
IIT Patna,ECE,OBC-NCL,3,2790,3377
IIT Patna,ECE,SC,3,4969,6697
IIT Patna,ECE,ST,3,5932,7546
IIT Patna,EE,GEN,3,2968,4534
IIT Patna,EE,GEN-EWS,3,3666,5056
IIT Patna,EE,OBC-NCL,3,4159,5581
IIT Patna,EE,SC,3,7542,8195
IIT Patna,EE,ST,3,9082,10699
IIT Patna,CE,GEN,3,4948,6937
