Round,Institute,Department,Category,Opening Rank,Closing Rank
6,NIT Mizoram,Mechanical Engineering,ST,12971,15911
6,NIT Mizoram,Mechanical Engineering,GEN-EWS,4983,7357
6,NIT Mizoram,Civil Engineering,GEN,9586,9874
6,NIT Mizoram,Civil Engineering,OBC-NCL,14874,17349
6,NIT Mizoram,Civil Engineering,SC,1500,1904
6,NIT Mizoram,Civil Engineering,ST,9924,11255
6,NIT Mizoram,Civil Engineering,GEN-EWS,10513,11489
6,NIT Mizoram,Electrical Engineering,GEN,7896,10664
6,NIT Mizoram,Electrical Engineering,OBC-NCL,14310,17267
6,NIT Mizoram,Electrical Engineering,SC,11211,13864
6,NIT Mizoram,Electrical Engineering,ST,6621,9601
6,NIT Mizoram,Electrical Engineering,GEN-EWS,8719,9993
1,NIT Nagaland,Computer Science and Engineering,GEN,68,1168
1,NIT Nagaland,Computer Science and Engineering,OBC-NCL,12788,14927
1,NIT Nagaland,Computer Science and Engineering,SC,11052,13929
1,NIT Nagaland,Computer Science and Engineering,ST,11848,13671
1,NIT Nagaland,Computer Science and Engineering,GEN-EWS,3675,5935
1,NIT Nagaland,Electronics and Communication Engineering,GEN,1148,2896
1,NIT Nagaland,Electronics and Communication Engineering,OBC-NCL,362,2095
1,NIT Nagaland,Electronics and Communication Engineering,SC,894,2512
1,NIT Nagaland,Electronics and Communication Engineering,ST,5888,6396
1,NIT Nagaland,Electronics and Communication Engineering,GEN-EWS,5451,7709
1,NIT Nagaland,Mechanical Engineering,GEN,13013,15119
1,NIT Nagaland,Mechanical Engineering,OBC-NCL,4635,7621
1,NIT Nagaland,Mechanical Engineering,SC,7108,8165
1,NIT Nagaland,Mechanical Engineering,ST,774,1698
1,NIT Nagaland,Mechanical Engineering,GEN-EWS,9079,11279
1,NIT Nagaland,Civil Engineering,GEN,14655,14889
1,NIT Nagaland,Civil Engineering,OBC-NCL,7104,7572
1,NIT Nagaland,Civil Engineering,SC,10618,13389
1,NIT Nagaland,Civil Engineering,ST,6117,8617
1,NIT Nagaland,Civil Engineering,GEN-EWS,14715,16358
1,NIT Nagaland,Electrical Engineering,GEN,5081,6304
1,NIT Nagaland,Electrical Engineering,OBC-NCL,10556,11809
1,NIT Nagaland,Electrical Engineering,SC,4278,6010
1,NIT Nagaland,Electrical Engineering,ST,6102,7110
1,NIT Nagaland,Electrical Engineering,GEN-EWS,10379,10582
2,NIT Nagaland,Computer Science and Engineering,GEN,734,2473
2,NIT Nagaland,Computer Science and Engineering,OBC-NCL,11488,11567
2,NIT Nagaland,Computer Science and Engineering,SC,7991,10114
2,NIT Nagaland,Computer Science and Engineering,ST,8119,8512
2,NIT Nagaland,Computer Science and Engineering,GEN-EWS,7190,10158
2,NIT Nagaland,Electronics and Communication Engineering,GEN,13247,13858
2,NIT Nagaland,Electronics and Communication Engineering,OBC-NCL,12528,15299
2,NIT Nagaland,Electronics and Communication Engineering,SC,8189,10863
2,NIT Nagaland,Electronics and Communication Engineering,ST,13308,14555
2,NIT Nagaland,Electronics and Communication Engineering,GEN-EWS,11487,14294
2,NIT Nagaland,Mechanical Engineering,GEN,3934,5840
2,NIT Nagaland,Mechanical Engineering,OBC-NCL,3813,5427
2,NIT Nagaland,Mechanical Engineering,SC,5770,6531
2,NIT Nagaland,Mechanical Engineering,ST,5897,7044
2,NIT Nagaland,Mechanical Engineering,GEN-EWS,10013,10587
2,NIT Nagaland,Civil Engineering,GEN,14017,16617
2,NIT Nagaland,Civil Engineering,OBC-NCL,3075,5391
2,NIT Nagaland,Civil Engineering,SC,6520,7669
2,NIT Nagaland,Civil Engineering,ST,9025,10526
2,NIT Nagaland,Civil Engineering,GEN-EWS,11590,13308
2,NIT Nagaland,Electrical Engineering,GEN,4080,6592
2,NIT Nagaland,Electrical Engineering,OBC-NCL,4278,6969
2,NIT Nagaland,Electrical Engineering,SC,2423,3970
2,NIT Nagaland,Electrical Engineering,ST,1313,3117
2,NIT Nagaland,Electrical Engineering,GEN-EWS,10800,13376
3,NIT Nagaland,Computer Science and Engineering,GEN,1294,4077
3,NIT Nagaland,Computer Science and Engineering,OBC-NCL,12479,14561
3,NIT Nagaland,Computer Science and Engineering,SC,3656,3835
3,NIT Nagaland,Computer Science and Engineering,ST,13011,14996
3,NIT Nagaland,Computer Science and Engineering,GEN-EWS,5467,6093
3,NIT Nagaland,Electronics and Communication Engineering,GEN,11784,12215
3,NIT Nagaland,Electronics and Communication Engineering,OBC-NCL,13478,14420
3,NIT Nagaland,Electronics and Communication Engineering,SC,3340,5109
3,NIT Nagaland,Electronics and Communication Engineering,ST,2577,4789
3,NIT Nagaland,Electronics and Communication Engineering,GEN-EWS,14951,17638
3,NIT Nagaland,Mechanical Engineering,GEN,13921,14257
3,NIT Nagaland,Mechanical Engineering,OBC-NCL,5000,5327
3,NIT Nagaland,Mechanical Engineering,SC,11495,14279
3,NIT Nagaland,Mechanical Engineering,ST,2661,5643
3,NIT Nagaland,Mechanical Engineering,GEN-EWS,5667,6800
3,NIT Nagaland,Civil Engineering,GEN,5984,7717
3,NIT Nagaland,Civil Engineering,OBC-NCL,9743,12582
3,NIT Nagaland,Civil Engineering,SC,12357,13151
3,NIT Nagaland,Civil Engineering,ST,2885,5385
3,NIT Nagaland,Civil Engineering,GEN-EWS,7639,8849
3,NIT Nagaland,Electrical Engineering,GEN,12716,15511
3,NIT Nagaland,Electrical Engineering,OBC-NCL,1702,2609
3,NIT Nagaland,Electrical Engineering,SC,12636,14453
3,NIT Nagaland,Electrical Engineering,ST,14453,16340
3,NIT Nagaland,Electrical Engineering,GEN-EWS,8508,8593
4,NIT Nagaland,Computer Science and Engineering,GEN,7540,10018
4,NIT Nagaland,Computer Science and Engineering,OBC-NCL,4479,7179
4,NIT Nagaland,Computer Science and Engineering,SC,1720,3940
4,NIT Nagaland,Computer Science and Engineering,ST,4724,4910
4,NIT Nagaland,Computer Science and Engineering,GEN-EWS,12258,13134
4,NIT Nagaland,Electronics and Communication Engineering,GEN,9198,11625
4,NIT Nagaland,Electronics and Communication Engineering,OBC-NCL,95,2125
4,NIT Nagaland,Electronics and Communication Engineering,SC,7245,9658
4,NIT Nagaland,Electronics and Communication Engineering,ST,4512,7234
4,NIT Nagaland,Electronics and Communication Engineering,GEN-EWS,5191,7773
4,NIT Nagaland,Mechanical Engineering,GEN,8991,9792
4,NIT Nagaland,Mechanical Engineering,OBC-NCL,3060,5529
4,NIT Nagaland,Mechanical Engineering,SC,4959,5373
4,NIT Nagaland,Mechanical Engineering,ST,10652,11630
4,NIT Nagaland,Mechanical Engineering,GEN-EWS,12092,12619
4,NIT Nagaland,Civil Engineering,GEN,530,1983
4,NIT Nagaland,Civil Engineering,OBC-NCL,1204,2739
4,NIT Nagaland,Civil Engineering,SC,11222,13885
4,NIT Nagaland,Civil Engineering,ST,7212,9699
4,NIT Nagaland,Civil Engineering,GEN-EWS,2873,3657
4,NIT Nagaland,Electrical Engineering,GEN,13918,14433
4,NIT Nagaland,Electrical Engineering,OBC-NCL,8204,8496
4,NIT Nagaland,Electrical Engineering,SC,6054,7055
4,NIT Nagaland,Electrical Engineering,ST,11907,12361
4,NIT Nagaland,Electrical Engineering,GEN-EWS,10404,11639
5,NIT Nagaland,Computer Science and Engineering,GEN,6839,7168
5,NIT Nagaland,Computer Science and Engineering,OBC-NCL,1546,2731
5,NIT Nagaland,Computer Science and Engineering,SC,13207,15857
5,NIT Nagaland,Computer Science and Engineering,ST,14108,16489
5,NIT Nagaland,Computer Science and Engineering,GEN-EWS,9876,10394
5,NIT Nagaland,Electronics and Communication Engineering,GEN,13697,14881
5,NIT Nagaland,Electronics and Communication Engineering,OBC-NCL,12467,15286
5,NIT Nagaland,Electronics and Communication Engineering,SC,11711,13702
5,NIT Nagaland,Electronics and Communication Engineering,ST,5792,7296
5,NIT Nagaland,Electronics and Communication Engineering,GEN-EWS,14111,14220
5,NIT Nagaland,Mechanical Engineering,GEN,13009,14488
5,NIT Nagaland,Mechanical Engineering,OBC-NCL,6438,7497
5,NIT Nagaland,Mechanical Engineering,SC,6462,8119
5,NIT Nagaland,Mechanical Engineering,ST,5136,7671
5,NIT Nagaland,Mechanical Engineering,GEN-EWS,3632,5040
5,NIT Nagaland,Civil Engineering,GEN,9243,10894
5,NIT Nagaland,Civil Engineering,OBC-NCL,3974,6766
5,NIT Nagaland,Civil Engineering,SC,12142,14949
5,NIT Nagaland,Civil Engineering,ST,12306,12935
5,NIT Nagaland,Civil Engineering,GEN-EWS,14392,16881
5,NIT Nagaland,Electrical Engineering,GEN,2374,2817
5,NIT Nagaland,Electrical Engineering,OBC-NCL,11374,12680
5,NIT Nagaland,Electrical Engineering,SC,2381,3526
5,NIT Nagaland,Electrical Engineering,ST,33,2893
5,NIT Nagaland,Electrical Engineering,GEN-EWS,13716,15583
6,NIT Nagaland,Computer Science and Engineering,GEN,381,2670
6,NIT Nagaland,Computer Science and Engineering,OBC-NCL,6819,7109
6,NIT Nagaland,Computer Science and Engineering,SC,8592,10077
6,NIT Nagaland,Computer Science and Engineering,ST,6214,6653
6,NIT Nagaland,Computer Science and Engineering,GEN-EWS,1815,3846
6,NIT Nagaland,Electronics and Communication Engineering,GEN,8586,9615
6,NIT Nagaland,Electronics and Communication Engineering,OBC-NCL,6545,7957
6,NIT Nagaland,Electronics and Communication Engineering,SC,6675,9502
6,NIT Nagaland,Electronics and Communication Engineering,ST,1149,3801
6,NIT Nagaland,Electronics and Communication Engineering,GEN-EWS,2648,2976
6,NIT Nagaland,Mechanical Engineering,GEN,9264,10836
6,NIT Nagaland,Mechanical Engineering,OBC-NCL,3142,5938
6,NIT Nagaland,Mechanical Engineering,SC,2747,3938
6,NIT Nagaland,Mechanical Engineering,ST,1935,3874
6,NIT Nagaland,Mechanical Engineering,GEN-EWS,7503,7801
6,NIT Nagaland,Civil Engineering,GEN,5356,7486
6,NIT Nagaland,Civil Engineering,OBC-NCL,4776,6341
6,NIT Nagaland,Civil Engineering,SC,184,1634
6,NIT Nagaland,Civil Engineering,ST,12177,13030
6,NIT Nagaland,Civil Engineering,GEN-EWS,1645,2144
6,NIT Nagaland,Electrical Engineering,GEN,8829,9221
6,NIT Nagaland,Electrical Engineering,OBC-NCL,14898,17821
6,NIT Nagaland,Electrical Engineering,SC,6047,8989
6,NIT Nagaland,Electrical Engineering,ST,5002,5536
6,NIT Nagaland,Electrical Engineering,GEN-EWS,6578,6931
1,NIT Nagpur,Computer Science and Engineering,GEN,11660,14468
1,NIT Nagpur,Computer Science and Engineering,OBC-NCL,3620,5270
1,NIT Nagpur,Computer Science and Engineering,SC,9347,9527
1,NIT Nagpur,Computer Science and Engineering,ST,7390,10312
1,NIT Nagpur,Computer Science and Engineering,GEN-EWS,352,792
1,NIT Nagpur,Electronics and Communication Engineering,GEN,14051,16421
1,NIT Nagpur,Electronics and Communication Engineering,OBC-NCL,931,2954
1,NIT Nagpur,Electronics and Communication Engineering,SC,5346,5873
1,NIT Nagpur,Electronics and Communication Engineering,ST,834,1071
1,NIT Nagpur,Electronics and Communication Engineering,GEN-EWS,1759,3239
1,NIT Nagpur,Mechanical Engineering,GEN,6710,9564
1,NIT Nagpur,Mechanical Engineering,OBC-NCL,4644,4968
1,NIT Nagpur,Mechanical Engineering,SC,4036,6932
1,NIT Nagpur,Mechanical Engineering,ST,4082,4485
1,NIT Nagpur,Mechanical Engineering,GEN-EWS,728,1080
1,NIT Nagpur,Civil Engineering,GEN,2441,3878
1,NIT Nagpur,Civil Engineering,OBC-NCL,364,525
1,NIT Nagpur,Civil Engineering,SC,1459,1790
1,NIT Nagpur,Civil Engineering,ST,1834,3506
1,NIT Nagpur,Civil Engineering,GEN-EWS,14895,15190
1,NIT Nagpur,Electrical Engineering,GEN,9156,9785
1,NIT Nagpur,Electrical Engineering,OBC-NCL,5611,7531
1,NIT Nagpur,Electrical Engineering,SC,11642,11784
1,NIT Nagpur,Electrical Engineering,ST,9873,11219
1,NIT Nagpur,Electrical Engineering,GEN-EWS,3347,6177
2,NIT Nagpur,Computer Science and Engineering,GEN,8181,8849
2,NIT Nagpur,Computer Science and Engineering,OBC-NCL,1146,2197
2,NIT Nagpur,Computer Science and Engineering,SC,2918,4129
2,NIT Nagpur,Computer Science and Engineering,ST,7909,10381
2,NIT Nagpur,Computer Science and Engineering,GEN-EWS,9841,11442
2,NIT Nagpur,Electronics and Communication Engineering,GEN,895,1797
2,NIT Nagpur,Electronics and Communication Engineering,OBC-NCL,3850,5611
2,NIT Nagpur,Electronics and Communication Engineering,SC,5753,6725
2,NIT Nagpur,Electronics and Communication Engineering,ST,5706,6880
2,NIT Nagpur,Electronics and Communication Engineering,GEN-EWS,3327,4038
2,NIT Nagpur,Mechanical Engineering,GEN,6519,9098
2,NIT Nagpur,Mechanical Engineering,OBC-NCL,7899,10656
2,NIT Nagpur,Mechanical Engineering,SC,14300,15186
2,NIT Nagpur,Mechanical Engineering,ST,1884,3132
2,NIT Nagpur,Mechanical Engineering,GEN-EWS,5672,7614
2,NIT Nagpur,Civil Engineering,GEN,2877,3936
2,NIT Nagpur,Civil Engineering,OBC-NCL,8322,8929
2,NIT Nagpur,Civil Engineering,SC,4635,5366
2,NIT Nagpur,Civil Engineering,ST,23,1719
2,NIT Nagpur,Civil Engineering,GEN-EWS,6047,8292
2,NIT Nagpur,Electrical Engineering,GEN,10067,12336
2,NIT Nagpur,Electrical Engineering,OBC-NCL,9495,12063
2,NIT Nagpur,Electrical Engineering,SC,9513,10537
2,NIT Nagpur,Electrical Engineering,ST,13164,13331
2,NIT Nagpur,Electrical Engineering,GEN-EWS,8660,9826
3,NIT Nagpur,Computer Science and Engineering,GEN,14339,15379
3,NIT Nagpur,Computer Science and Engineering,OBC-NCL,5100,7962
3,NIT Nagpur,Computer Science and Engineering,SC,10223,13148
3,NIT Nagpur,Computer Science and Engineering,ST,12504,14067
3,NIT Nagpur,Computer Science and Engineering,GEN-EWS,12325,14975
3,NIT Nagpur,Electronics and Communication Engineering,GEN,14106,15211
3,NIT Nagpur,Electronics and Communication Engineering,OBC-NCL,7954,8452
3,NIT Nagpur,Electronics and Communication Engineering,SC,11022,11594
3,NIT Nagpur,Electronics and Communication Engineering,ST,10239,13097
3,NIT Nagpur,Electronics and Communication Engineering,GEN-EWS,6892,7801
3,NIT Nagpur,Mechanical Engineering,GEN,673,736
3,NIT Nagpur,Mechanical Engineering,OBC-NCL,10897,13256
3,NIT Nagpur,Mechanical Engineering,SC,7986,10441
3,NIT Nagpur,Mechanical Engineering,ST,11066,12444
3,NIT Nagpur,Mechanical Engineering,GEN-EWS,7088,9291
3,NIT Nagpur,Civil Engineering,GEN,9891,10832
3,NIT Nagpur,Civil Engineering,OBC-NCL,2705,4746
3,NIT Nagpur,Civil Engineering,SC,6595,9496
3,NIT Nagpur,Civil Engineering,ST,12302,14879
3,NIT Nagpur,Civil Engineering,GEN-EWS,14587,17280
3,NIT Nagpur,Electrical Engineering,GEN,3728,5245
3,NIT Nagpur,Electrical Engineering,OBC-NCL,14411,16631
3,NIT Nagpur,Electrical Engineering,SC,7970,10404
3,NIT Nagpur,Electrical Engineering,ST,14742,16410
3,NIT Nagpur,Electrical Engineering,GEN-EWS,4491,6778
4,NIT Nagpur,Computer Science and Engineering,GEN,8000,9233
4,NIT Nagpur,Computer Science and Engineering,OBC-NCL,13754,16133
4,NIT Nagpur,Computer Science and Engineering,SC,14778,17009
4,NIT Nagpur,Computer Science and Engineering,ST,4845,7235
4,NIT Nagpur,Computer Science and Engineering,GEN-EWS,12821,15454
4,NIT Nagpur,Electronics and Communication Engineering,GEN,1854,3877
4,NIT Nagpur,Electronics and Communication Engineering,OBC-NCL,13091,15777
4,NIT Nagpur,Electronics and Communication Engineering,SC,2914,3939
4,NIT Nagpur,Electronics and Communication Engineering,ST,11344,14258
4,NIT Nagpur,Electronics and Communication Engineering,GEN-EWS,12893,15658
4,NIT Nagpur,Mechanical Engineering,GEN,1996,2562
4,NIT Nagpur,Mechanical Engineering,OBC-NCL,4268,6374
4,NIT Nagpur,Mechanical Engineering,SC,5094,5762
4,NIT Nagpur,Mechanical Engineering,ST,7997,10178
4,NIT Nagpur,Mechanical Engineering,GEN-EWS,3891,6568
4,NIT Nagpur,Civil Engineering,GEN,1537,2477
4,NIT Nagpur,Civil Engineering,OBC-NCL,6952,7844
4,NIT Nagpur,Civil Engineering,SC,3454,6009
4,NIT Nagpur,Civil Engineering,ST,529,1192
4,NIT Nagpur,Civil Engineering,GEN-EWS,12471,12823
4,NIT Nagpur,Electrical Engineering,GEN,4512,5702
4,NIT Nagpur,Electrical Engineering,OBC-NCL,2418,3578
4,NIT Nagpur,Electrical Engineering,SC,14262,16926
4,NIT Nagpur,Electrical Engineering,ST,2851,5259
4,NIT Nagpur,Electrical Engineering,GEN-EWS,13427,13825
5,NIT Nagpur,Computer Science and Engineering,GEN,6908,8001
5,NIT Nagpur,Computer Science and Engineering,OBC-NCL,14858,15812
5,NIT Nagpur,Computer Science and Engineering,SC,7614,8148
5,NIT Nagpur,Computer Science and Engineering,ST,14643,14869
5,NIT Nagpur,Computer Science and Engineering,GEN-EWS,4751,4840
5,NIT Nagpur,Electronics and Communication Engineering,GEN,5432,6869
5,NIT Nagpur,Electronics and Communication Engineering,OBC-NCL,14295,14348
5,NIT Nagpur,Electronics and Communication Engineering,SC,6347,8282
5,NIT Nagpur,Electronics and Communication Engineering,ST,10624,12114
5,NIT Nagpur,Electronics and Communication Engineering,GEN-EWS,12102,14404
5,NIT Nagpur,Mechanical Engineering,GEN,11040,13147
5,NIT Nagpur,Mechanical Engineering,OBC-NCL,3575,5987
5,NIT Nagpur,Mechanical Engineering,SC,6937,9745
5,NIT Nagpur,Mechanical Engineering,ST,14969,17172
5,NIT Nagpur,Mechanical Engineering,GEN-EWS,8372,9848
5,NIT Nagpur,Civil Engineering,GEN,10703,13254
5,NIT Nagpur,Civil Engineering,OBC-NCL,9522,10762
5,NIT Nagpur,Civil Engineering,SC,6971,7497
5,NIT Nagpur,Civil Engineering,ST,6337,8432
5,NIT Nagpur,Civil Engineering,GEN-EWS,4626,4942
5,NIT Nagpur,Electrical Engineering,GEN,12546,15350
5,NIT Nagpur,Electrical Engineering,OBC-NCL,3659,4497
5,NIT Nagpur,Electrical Engineering,SC,2617,4480
5,NIT Nagpur,Electrical Engineering,ST,13049,15100
5,NIT Nagpur,Electrical Engineering,GEN-EWS,2579,4444
6,NIT Nagpur,Computer Science and Engineering,GEN,6936,7688
6,NIT Nagpur,Computer Science and Engineering,OBC-NCL,8253,8389
6,NIT Nagpur,Computer Science and Engineering,SC,6077,8343
6,NIT Nagpur,Computer Science and Engineering,ST,3827,3992
6,NIT Nagpur,Computer Science and Engineering,GEN-EWS,3841,4726
6,NIT Nagpur,Electronics and Communication Engineering,GEN,14973,17507
6,NIT Nagpur,Electronics and Communication Engineering,OBC-NCL,5404,7033
6,NIT Nagpur,Electronics and Communication Engineering,SC,12912,13215
6,NIT Nagpur,Electronics and Communication Engineering,ST,13310,14224
6,NIT Nagpur,Electronics and Communication Engineering,GEN-EWS,8741,11121
6,NIT Nagpur,Mechanical Engineering,GEN,8820,8931
6,NIT Nagpur,Mechanical Engineering,OBC-NCL,8984,10648
6,NIT Nagpur,Mechanical Engineering,SC,3881,6617
6,NIT Nagpur,Mechanical Engineering,ST,4175,4316
6,NIT Nagpur,Mechanical Engineering,GEN-EWS,2862,3252
6,NIT Nagpur,Civil Engineering,GEN,14915,17349
6,NIT Nagpur,Civil Engineering,OBC-NCL,11508,14387
6,NIT Nagpur,Civil Engineering,SC,10116,12565
6,NIT Nagpur,Civil Engineering,ST,2905,4317
6,NIT Nagpur,Civil Engineering,GEN-EWS,5123,8084
6,NIT Nagpur,Electrical Engineering,GEN,7098,8767
6,NIT Nagpur,Electrical Engineering,OBC-NCL,3930,5678
6,NIT Nagpur,Electrical Engineering,SC,11854,14513
6,NIT Nagpur,Electrical Engineering,ST,1628,4127
6,NIT Nagpur,Electrical Engineering,GEN-EWS,11880,12444
1,NIT Patna,Computer Science and Engineering,GEN,14217,15673
1,NIT Patna,Computer Science and Engineering,OBC-NCL,3369,6246
1,NIT Patna,Computer Science and Engineering,SC,13126,15013
1,NIT Patna,Computer Science and Engineering,ST,6440,8386
1,NIT Patna,Computer Science and Engineering,GEN-EWS,9734,11355
1,NIT Patna,Electronics and Communication Engineering,GEN,13635,14753
1,NIT Patna,Electronics and Communication Engineering,OBC-NCL,10257,10416
1,NIT Patna,Electronics and Communication Engineering,SC,3625,5397
1,NIT Patna,Electronics and Communication Engineering,ST,3428,5523
1,NIT Patna,Electronics and Communication Engineering,GEN-EWS,7348,9538
1,NIT Patna,Mechanical Engineering,GEN,828,2008
1,NIT Patna,Mechanical Engineering,OBC-NCL,2409,3020
1,NIT Patna,Mechanical Engineering,SC,9771,11974
1,NIT Patna,Mechanical Engineering,ST,2067,3628
1,NIT Patna,Mechanical Engineering,GEN-EWS,14246,15193
1,NIT Patna,Civil Engineering,GEN,13015,15071
1,NIT Patna,Civil Engineering,OBC-NCL,2243,3510
1,NIT Patna,Civil Engineering,SC,7748,10452
1,NIT Patna,Civil Engineering,ST,10687,12052
1,NIT Patna,Civil Engineering,GEN-EWS,816,3241
1,NIT Patna,Electrical Engineering,GEN,701,1037
1,NIT Patna,Electrical Engineering,OBC-NCL,12315,13434
1,NIT Patna,Electrical Engineering,SC,11865,13194
1,NIT Patna,Electrical Engineering,ST,661,2556
1,NIT Patna,Electrical Engineering,GEN-EWS,10199,12245
2,NIT Patna,Computer Science and Engineering,GEN,1328,3283
2,NIT Patna,Computer Science and Engineering,OBC-NCL,3590,4433
2,NIT Patna,Computer Science and Engineering,SC,1301,2725
2,NIT Patna,Computer Science and Engineering,ST,8092,8142
2,NIT Patna,Computer Science and Engineering,GEN-EWS,3123,6103
2,NIT Patna,Electronics and Communication Engineering,GEN,13268,13510
2,NIT Patna,Electronics and Communication Engineering,OBC-NCL,7418,9778
2,NIT Patna,Electronics and Communication Engineering,SC,4294,6941
2,NIT Patna,Electronics and Communication Engineering,ST,10824,13125
2,NIT Patna,Electronics and Communication Engineering,GEN-EWS,10105,13009
2,NIT Patna,Mechanical Engineering,GEN,8226,10759
2,NIT Patna,Mechanical Engineering,OBC-NCL,12869,13659
2,NIT Patna,Mechanical Engineering,SC,5225,5682
2,NIT Patna,Mechanical Engineering,ST,10357,12568
2,NIT Patna,Mechanical Engineering,GEN-EWS,13518,14557
2,NIT Patna,Civil Engineering,GEN,789,2435
2,NIT Patna,Civil Engineering,OBC-NCL,14137,16211
2,NIT Patna,Civil Engineering,SC,8985,10954
2,NIT Patna,Civil Engineering,ST,4957,7784
2,NIT Patna,Civil Engineering,GEN-EWS,2994,4202
2,NIT Patna,Electrical Engineering,GEN,13398,16027
2,NIT Patna,Electrical Engineering,OBC-NCL,13256,14956
2,NIT Patna,Electrical Engineering,SC,209,878
2,NIT Patna,Electrical Engineering,ST,12195,12521
2,NIT Patna,Electrical Engineering,GEN-EWS,661,1012
3,NIT Patna,Computer Science and Engineering,GEN,11605,12104
3,NIT Patna,Computer Science and Engineering,OBC-NCL,10135,10355
3,NIT Patna,Computer Science and Engineering,SC,11251,13565
3,NIT Patna,Computer Science and Engineering,ST,3376,6035
3,NIT Patna,Computer Science and Engineering,GEN-EWS,4340,5253
3,NIT Patna,Electronics and Communication Engineering,GEN,5730,8445
3,NIT Patna,Electronics and Communication Engineering,OBC-NCL,8128,8204
3,NIT Patna,Electronics and Communication Engineering,SC,9099,9337
3,NIT Patna,Electronics and Communication Engineering,ST,14950,16426
3,NIT Patna,Electronics and Communication Engineering,GEN-EWS,14278,15315
3,NIT Patna,Mechanical Engineering,GEN,1338,3919
3,NIT Patna,Mechanical Engineering,OBC-NCL,73,2716
3,NIT Patna,Mechanical Engineering,SC,4027,6197
3,NIT Patna,Mechanical Engineering,ST,12538,13077
3,NIT Patna,Mechanical Engineering,GEN-EWS,13343,15207
3,NIT Patna,Civil Engineering,GEN,6664,8917
3,NIT Patna,Civil Engineering,OBC-NCL,8817,10519
3,NIT Patna,Civil Engineering,SC,8237,11121
3,NIT Patna,Civil Engineering,ST,2275,5207
3,NIT Patna,Civil Engineering,GEN-EWS,869,2243
3,NIT Patna,Electrical Engineering,GEN,11984,13097
3,NIT Patna,Electrical Engineering,OBC-NCL,4807,7530
3,NIT Patna,Electrical Engineering,SC,6361,8901
3,NIT Patna,Electrical Engineering,ST,544,905
3,NIT Patna,Electrical Engineering,GEN-EWS,3576,6389
4,NIT Patna,Computer Science and Engineering,GEN,9742,11722
4,NIT Patna,Computer Science and Engineering,OBC-NCL,462,1752
4,NIT Patna,Computer Science and Engineering,SC,5716,8509
4,NIT Patna,Computer Science and Engineering,ST,13502,16260
4,NIT Patna,Computer Science and Engineering,GEN-EWS,8813,9119
4,NIT Patna,Electronics and Communication Engineering,GEN,10926,13818
4,NIT Patna,Electronics and Communication Engineering,OBC-NCL,14092,16046
4,NIT Patna,Electronics and Communication Engineering,SC,6832,7552
4,NIT Patna,Electronics and Communication Engineering,ST,499,1289
4,NIT Patna,Electronics and Communication Engineering,GEN-EWS,12997,15988
4,NIT Patna,Mechanical Engineering,GEN,3976,6065
4,NIT Patna,Mechanical Engineering,OBC-NCL,4609,5344
4,NIT Patna,Mechanical Engineering,SC,2298,2473
4,NIT Patna,Mechanical Engineering,ST,12107,13300
4,NIT Patna,Mechanical Engineering,GEN-EWS,633,755
4,NIT Patna,Civil Engineering,GEN,1705,3871
4,NIT Patna,Civil Engineering,OBC-NCL,13917,14445
4,NIT Patna,Civil Engineering,SC,223,1384
4,NIT Patna,Civil Engineering,ST,10489,11948
4,NIT Patna,Civil Engineering,GEN-EWS,340,2341
4,NIT Patna,Electrical Engineering,GEN,7884,10267
4,NIT Patna,Electrical Engineering,OBC-NCL,8416,10211
4,NIT Patna,Electrical Engineering,SC,3613,5752
4,NIT Patna,Electrical Engineering,ST,9057,11431
4,NIT Patna,Electrical Engineering,GEN-EWS,9971,12242
5,NIT Patna,Computer Science and Engineering,GEN,4202,5134
5,NIT Patna,Computer Science and Engineering,OBC-NCL,2929,3883
5,NIT Patna,Computer Science and Engineering,SC,13580,16456
5,NIT Patna,Computer Science and Engineering,ST,7374,10347
5,NIT Patna,Computer Science and Engineering,GEN-EWS,5108,6115
5,NIT Patna,Electronics and Communication Engineering,GEN,11503,13381
5,NIT Patna,Electronics and Communication Engineering,OBC-NCL,13979,14178
5,NIT Patna,Electronics and Communication Engineering,SC,13009,13289
5,NIT Patna,Electronics and Communication Engineering,ST,2846,4537
5,NIT Patna,Electronics and Communication Engineering,GEN-EWS,693,1167
5,NIT Patna,Mechanical Engineering,GEN,10659,13033
5,NIT Patna,Mechanical Engineering,OBC-NCL,7299,8005
5,NIT Patna,Mechanical Engineering,SC,9544,9735
5,NIT Patna,Mechanical Engineering,ST,2684,3126
5,NIT Patna,Mechanical Engineering,GEN-EWS,11525,14182
5,NIT Patna,Civil Engineering,GEN,5211,5456
5,NIT Patna,Civil Engineering,OBC-NCL,6916,9915
5,NIT Patna,Civil Engineering,SC,1200,2505
5,NIT Patna,Civil Engineering,ST,9640,11365
5,NIT Patna,Civil Engineering,GEN-EWS,38,2860
5,NIT Patna,Electrical Engineering,GEN,1394,4224
5,NIT Patna,Electrical Engineering,OBC-NCL,6230,6590
5,NIT Patna,Electrical Engineering,SC,8247,10570
5,NIT Patna,Electrical Engineering,ST,4499,5428
5,NIT Patna,Electrical Engineering,GEN-EWS,2448,4473
6,NIT Patna,Computer Science and Engineering,GEN,5013,7691
6,NIT Patna,Computer Science and Engineering,OBC-NCL,3393,3697
6,NIT Patna,Computer Science and Engineering,SC,13998,16028
6,NIT Patna,Computer Science and Engineering,ST,11119,14099
